Title,Ethnic Group,Place,Date,Subjects,Photographer's categories,Photographer's notes,Description,Photographer,Scan number,Institution,Department,Collection,Database information,Rights,Format,Date created,Date modified,Reference URL
"Cambodian Wedding, Harrisburg. PA, 1983",Cambodian,Harrisburg. PA,1983,Arranged marriage | Go-between | Matchmaker | Bride | Wedding preparations | Inter ethnic marriage,"Dressing and veiling, Arranged marriage | Bride","The Cambodians I photographed are newly arrived refugees, having fled the communist Khmer Rouge after the fall of Phnom Penh in 1975.  Many came without their families, who had been killed or had remained to guard their properties. In the U.S. Khmer weddings usually take place on a single day. I photographed four, three on a single day, one lasting two days. All are abbreviated when compared to those in the home country. With little guidance, they try to keep traditions for a proper celebration but without their native substances or their own foods. Rather than falling in love, all the couples were matched by others and most weddings are conducted by their own people without the licenses to do so legally but able to marry them in the eyes of their own community.--Katrina Thomas","Suon's Cambodian family contacted a ""chaumohar"" to arrange the wedding.  A dresser has brought a suitcase of rich brocades and jewelry for the bride and bridegroom to wear for the first ceremony and a change of dress for the following rite.","Thomas, Katrina",16.02.tif,Bryn Mawr College,Bryn Mawr College Special Collections,Katrina Thomas Ethnic Wedding Photographs,"This image is part of a larger digital database of ethnic wedding photographs taken by Katrina Thomas (Bryn Mawr Class of 1949), documenting more than 70 ethnic and religious groups in the United States. For more information about the database, visit http://triptych.brynmawr.edu/cdm4/wedding.php.","For information on reproducing the images in this collection, please contact SpecColl@brynmawr.edu.",Black-and-white photograph,6/5/2008,10/18/2013,http://tricontentdm.brynmawr.edu:80/cdm/ref/collection/BMC_Weddings/id/582
"Cambodian Wedding, Harrisburg, PA, 1983",Cambodian,"Harrisburg, PA",1983,Arranged marriage | Go-between | Inter ethnic marriage | Wedding preparations | Bridegroom | Children | Marriage customs and rites | Marriage rituals,"Dressing and veiling, Inter-ethnic marriage | Arranged marriage | Bridegroom","The Cambodians I photographed are newly arrived refugees, having fled the communist Khmer Rouge after the fall of Phnom Penh in 1975.  Many came without their families, who had been killed or had remained to guard their properties. In the U.S. Khmer weddings usually take place on a single day. I photographed four, three on a single day, one lasting two days. All are abbreviated when compared to those in the home country. With little guidance, they try to keep traditions for a proper celebration but without their native substances or their own foods. Rather than falling in love, all the couples were matched by others and most weddings are conducted by their own people without the licenses to do so legally but able to marry them in the eyes of their own community.--Katrina Thomas","Deap is a Vietnamese bridegroom, being dressed for marrying a Cambodian girl in her home.  The has visited her several times with friends and a go-between, or chaumohar, but his eyes have never met hers and they have never spoken to each other.","Thomas, Katrina",16.01.tif,Bryn Mawr College,Bryn Mawr College Special Collections,Katrina Thomas Ethnic Wedding Photographs,"This image is part of a larger digital database of ethnic wedding photographs taken by Katrina Thomas (Bryn Mawr Class of 1949), documenting more than 70 ethnic and religious groups in the United States. For more information about the database, visit http://triptych.brynmawr.edu/cdm4/wedding.php.","For information on reproducing the images in this collection, please contact SpecColl@brynmawr.edu.",Black-and-white photograph,6/5/2008,10/18/2013,http://tricontentdm.brynmawr.edu:80/cdm/ref/collection/BMC_Weddings/id/583
"Cambodian Wedding, Harrisburg, PA, 1983",Cambodian,"Harrisburg, PA",1983,Food ceremony--Promoting intimacy | Arranged marriage | Feast | Inter ethnic marriage | Wedding couple | Marriage customs and rites | Marriage rituals,Post-nuptial | Newlyweds | Arranged marriage | Promoting intimacy | Marital bed,"The Cambodians I photographed are newly arrived refugees, having fled the communist Khmer Rouge after the fall of Phnom Penh in 1975.  Many came without their families, who had been killed or had remained to guard their properties. In the U.S. Khmer weddings usually take place on a single day. I photographed four, three on a single day, one lasting two days. All are abbreviated when compared to those in the home country. With little guidance, they try to keep traditions for a proper celebration but without their native substances or their own foods. Rather than falling in love, all the couples were matched by others and most weddings are conducted by their own people without the licenses to do so legally but able to marry them in the eyes of their own community.--Katrina Thomas","Deap and Suon, who have never touched or even had direct eye contact before today, are now married.  Sitting on the bed they will share tonight, they are coaxed by women relatives to share a piece of fruit which will bring their lips together.  Too shy to bite into a grape on a toothpick, they comply when offered a banana.","Thomas, Katrina",16.05.tif,Bryn Mawr College,Bryn Mawr College Special Collections,Katrina Thomas Ethnic Wedding Photographs,"This image is part of a larger digital database of ethnic wedding photographs taken by Katrina Thomas (Bryn Mawr Class of 1949), documenting more than 70 ethnic and religious groups in the United States. For more information about the database, visit http://triptych.brynmawr.edu/cdm4/wedding.php.","For information on reproducing the images in this collection, please contact SpecColl@brynmawr.edu.",Black-and-white photograph,6/5/2008,10/18/2013,http://tricontentdm.brynmawr.edu:80/cdm/ref/collection/BMC_Weddings/id/584
"Cambodian Wedding, Harrisburg, PA, 1983",Cambodian,"Harrisburg, PA",1983,Prenuptial rites | Wedding couple | Ritual food and drink | Marriage customs and rites | Marriage rituals,Prenuptial rite - purication | Bride | Bridegroom | Shaman | Evil spirits,"The Cambodians I photographed are newly arrived refugees, having fled the communist Khmer Rouge after the fall of Phnom Penh in 1975.  Many came without their families, who had been killed or had remained to guard their properties. In the U.S. Khmer weddings usually take place on a single day. I photographed four, three on a single day, one lasting two days. All are abbreviated when compared to those in the home country. With little guidance, they try to keep traditions for a proper celebration but without their native substances or their own foods. Rather than falling in love, all the couples were matched by others and most weddings are conducted by their own people without the licenses to do so legally but able to marry them in the eyes of their own community.--Katrina Thomas","The hair-cutting ceremony, a custom performed when it was believed that evil spirits hid in hair, is now entertainment.  This is provided by a shaman, who dances around Suon and Deap, wielding a pair of scissors and making jokes which embarrass the apprehensive couple.","Thomas, Katrina",16.03.tif,Bryn Mawr College,Bryn Mawr College Special Collections,Katrina Thomas Ethnic Wedding Photographs,"This image is part of a larger digital database of ethnic wedding photographs taken by Katrina Thomas (Bryn Mawr Class of 1949), documenting more than 70 ethnic and religious groups in the United States. For more information about the database, visit http://triptych.brynmawr.edu/cdm4/wedding.php.","For information on reproducing the images in this collection, please contact SpecColl@brynmawr.edu.",Black-and-white photograph,6/5/2008,10/18/2013,http://tricontentdm.brynmawr.edu:80/cdm/ref/collection/BMC_Weddings/id/585
"Cambodian Wedding, Brooklyn, NY, 1984",Cambodian,"Brooklyn, NY",1984,Wedding couple | Prenuptial rites | Marriage customs and rites | Marriage rituals,Prenuptial | Bride | Bridegroom | Blessing - religious | Showering,"The Cambodians I photographed are newly arrived refugees, having fled the communist Khmer Rouge after the fall of Phnom Penh in 1975.  Many came without their families, who had been killed or had remained to guard their properties. In the U.S. Khmer weddings usually take place on a single day. I photographed four, three on a single day, one lasting two days. All are abbreviated when compared to those in the home country. With little guidance, they try to keep traditions for a proper celebration but without their native substances or their own foods. Rather than falling in love, all the couples were matched by others and most weddings are conducted by their own people without the licenses to do so legally but able to marry them in the eyes of their own community.--Katrina Thomas","As the first sunlight glances off the roofs, in preparation for marriage, Sam Ath, known as Ath, and Savath are blessed by a Buddhist monk.  Shaking a pink rose, the monk sprinkles holy water on the couple.  Friends are present but play no active role in the proceedings.","Thomas, Katrina",16.10.tif,Bryn Mawr College,Bryn Mawr College Special Collections,Katrina Thomas Ethnic Wedding Photographs,"This image is part of a larger digital database of ethnic wedding photographs taken by Katrina Thomas (Bryn Mawr Class of 1949), documenting more than 70 ethnic and religious groups in the United States. For more information about the database, visit http://triptych.brynmawr.edu/cdm4/wedding.php.","For information on reproducing the images in this collection, please contact SpecColl@brynmawr.edu.",Black-and-white photograph,6/5/2008,10/18/2013,http://tricontentdm.brynmawr.edu:80/cdm/ref/collection/BMC_Weddings/id/586
"Cambodian Wedding, San Francisco, CA, 1989",Cambodian,"San Francisco, CA",1989,Prenuptial rites | Binding ceremony | Wedding couple | Children | Wedding costume | Marriage customs and rites | Marriage rituals,Prenuptial rite | Bride | Bridegroom | Blessing - religious,"The Cambodians I photographed are newly arrived refugees, having fled the communist Khmer Rouge after the fall of Phnom Penh in 1975.  Many came without their families, who had been killed or had remained to guard their properties. In the U.S. Khmer weddings usually take place on a single day. I photographed four, three on a single day, one lasting two days. All are abbreviated when compared to those in the home country. With little guidance, they try to keep traditions for a proper celebration but without their native substances or their own foods. Rather than falling in love, all the couples were matched by others and most weddings are conducted by their own people without the licenses to do so legally but able to marry them in the eyes of their own community.--Katrina Thomas","On the first evening of a two-day wedding, San and Heng lie prostrate alongside a well wisher, everyone facing monks (unseen) opposite, who also hold the cotton string, each has between thumb and forefinger, through which the blessings will flow.","Thomas, Katrina",16.12.tif,Bryn Mawr College,Bryn Mawr College Special Collections,Katrina Thomas Ethnic Wedding Photographs,"This image is part of a larger digital database of ethnic wedding photographs taken by Katrina Thomas (Bryn Mawr Class of 1949), documenting more than 70 ethnic and religious groups in the United States. For more information about the database, visit http://triptych.brynmawr.edu/cdm4/wedding.php.","For information on reproducing the images in this collection, please contact SpecColl@brynmawr.edu.",Black-and-white photograph,6/5/2008,10/18/2013,http://tricontentdm.brynmawr.edu:80/cdm/ref/collection/BMC_Weddings/id/587
"Cambodian Wedding, Philadelphia, PA, 1985",Cambodian,"Philadelphia, PA",1985,"Honoring wedding couple | Nuptial rites | Throwing rice, birdseed, paper, coins | Wedding couple | Marriage customs and rites | Marriage rituals",Post-nuptial | Newlyweds | Congratulation | Showering,"The Cambodians I photographed are newly arrived refugees, having fled the communist Khmer Rouge after the fall of Phnom Penh in 1975.  Many came without their families, who had been killed or had remained to guard their properties. In the U.S. Khmer weddings usually take place on a single day. I photographed four, three on a single day, one lasting two days. All are abbreviated when compared to those in the home country. With little guidance, they try to keep traditions for a proper celebration but without their native substances or their own foods. Rather than falling in love, all the couples were matched by others and most weddings are conducted by their own people without the licenses to do so legally but able to marry them in the eyes of their own community.--Katrina Thomas","At the end of the the nuptial rite, known as ""pelea ruom khnoevy,"" after which Taing Ly and Ngo will rise as husband and wife, wedding guests shower them with rose petals and hearts of palm.","Thomas, Katrina",16.13.tif,Bryn Mawr College,Bryn Mawr College Special Collections,Katrina Thomas Ethnic Wedding Photographs,"This image is part of a larger digital database of ethnic wedding photographs taken by Katrina Thomas (Bryn Mawr Class of 1949), documenting more than 70 ethnic and religious groups in the United States. For more information about the database, visit http://triptych.brynmawr.edu/cdm4/wedding.php.","For information on reproducing the images in this collection, please contact SpecColl@brynmawr.edu.",Black-and-white photograph,6/5/2008,10/18/2013,http://tricontentdm.brynmawr.edu:80/cdm/ref/collection/BMC_Weddings/id/588
"Cambodian Wedding, Brooklyn, NY, 1984",Cambodian,"Brooklyn, NY",1984,Prenuptial rites | Wedding couple | Children | Marriage customs and rites | Marriage rituals,Prenuptial rite - purification | Shaman | traditional tool | Bride | Bridegroom | Music and song,"The Cambodians I photographed are newly arrived refugees, having fled the communist Khmer Rouge after the fall of Phnom Penh in 1975.  Many came without their families, who had been killed or had remained to guard their properties. In the U.S. Khmer weddings usually take place on a single day. I photographed four, three on a single day, one lasting two days. All are abbreviated when compared to those in the home country. With little guidance, they try to keep traditions for a proper celebration but without their native substances or their own foods. Rather than falling in love, all the couples were matched by others and most weddings are conducted by their own people without the licenses to do so legally but able to marry them in the eyes of their own community.--Katrina Thomas","For the hair-cutting rite, Sam Ath and Savath sit at a table while the shaman circles them, carrying a mirror, lotions, and snapping scissors open and shut, while he sings and tells funny folk tales evoking laughter from everyone except for the anxious bridal pair.","Thomas, Katrina",16.09.tif,Bryn Mawr College,Bryn Mawr College Special Collections,Katrina Thomas Ethnic Wedding Photographs,"This image is part of a larger digital database of ethnic wedding photographs taken by Katrina Thomas (Bryn Mawr Class of 1949), documenting more than 70 ethnic and religious groups in the United States. For more information about the database, visit http://triptych.brynmawr.edu/cdm4/wedding.php.","For information on reproducing the images in this collection, please contact SpecColl@brynmawr.edu.",Black-and-white photograph,6/5/2008,10/18/2013,http://tricontentdm.brynmawr.edu:80/cdm/ref/collection/BMC_Weddings/id/589
"Cambodian Wedding, San Francisco, CA, 1989",Cambodian,"San Francisco, CA",1989,Wedding couple | Wedding costume | Marriage customs and rites | Marriage rituals,Post-nuptial | Newlyweds | Promises | Arranged marriage | Marital bed,"The Cambodians I photographed are newly arrived refugees, having fled the communist Khmer Rouge after the fall of Phnom Penh in 1975.  Many came without their families, who had been killed or had remained to guard their properties. In the U.S. Khmer weddings usually take place on a single day. I photographed four, three on a single day, one lasting two days. All are abbreviated when compared to those in the home country. With little guidance, they try to keep traditions for a proper celebration but without their native substances or their own foods. Rather than falling in love, all the couples were matched by others and most weddings are conducted by their own people without the licenses to do so legally but able to marry them in the eyes of their own community.--Katrina Thomas","Sitting on the marital bed, San lights Heng's cigarette to demonstrate that she will care for him and attend to his needs, while a relative mischieviously tries to blow it out.","Thomas, Katrina",16.15.tif,Bryn Mawr College,Bryn Mawr College Special Collections,Katrina Thomas Ethnic Wedding Photographs,"This image is part of a larger digital database of ethnic wedding photographs taken by Katrina Thomas (Bryn Mawr Class of 1949), documenting more than 70 ethnic and religious groups in the United States. For more information about the database, visit http://triptych.brynmawr.edu/cdm4/wedding.php.","For information on reproducing the images in this collection, please contact SpecColl@brynmawr.edu.",Black-and-white photograph,6/5/2008,10/18/2013,http://tricontentdm.brynmawr.edu:80/cdm/ref/collection/BMC_Weddings/id/590
"Cambodian Wedding. Philadelphia, PA, 1985",Cambodian,"Philadelphia, PA",1985,Food ceremony--Promoting intimacy | Wedding couple | Wedding costume | Arranged marriage | Marriage customs and rites | Marriage rituals,Post-nuptial | Newlyweds | Games | Promoting intimacy | Arranged marriage | Marital bed,"The Cambodians I photographed are newly arrived refugees, having fled the communist Khmer Rouge after the fall of Phnom Penh in 1975.  Many came without their families, who had been killed or had remained to guard their properties. In the U.S. Khmer weddings usually take place on a single day. I photographed four, three on a single day, one lasting two days. All are abbreviated when compared to those in the home country. With little guidance, they try to keep traditions for a proper celebration but without their native substances or their own foods. Rather than falling in love, all the couples were matched by others and most weddings are conducted by their own people without the licenses to do so legally but able to marry them in the eyes of their own community.--Katrina Thomas","A game is played on the marital bed by friends, who dangle a grape on a string, urging Taing  Ly and Ngo to bite into it.  It is designed to encourage intimacy for a couple who, in an arranged marriage, may never have spoken to or touched each other until their wedding day.","Thomas, Katrina",16.14.tif,Bryn Mawr College,Bryn Mawr College Special Collections,Katrina Thomas Ethnic Wedding Photographs,"This image is part of a larger digital database of ethnic wedding photographs taken by Katrina Thomas (Bryn Mawr Class of 1949), documenting more than 70 ethnic and religious groups in the United States. For more information about the database, visit http://triptych.brynmawr.edu/cdm4/wedding.php.","For information on reproducing the images in this collection, please contact SpecColl@brynmawr.edu.",Black-and-white photograph,6/5/2008,10/18/2013,http://tricontentdm.brynmawr.edu:80/cdm/ref/collection/BMC_Weddings/id/591
"Cambodian Wedding, San Francisco, 1989",Cambodian,"San Francisco, CA",1989,Prenuptial rites | Wedding couple | Wedding costume | Marriage customs and rites | Marriage rituals,Prenuptial rite - purification | Evil spirits | Bride | Bridegroom | Parents | Traditional tool,"The Cambodians I photographed are newly arrived refugees, having fled the communist Khmer Rouge after the fall of Phnom Penh in 1975.  Many came without their families, who had been killed or had remained to guard their properties. In the U.S. Khmer weddings usually take place on a single day. I photographed four, three on a single day, one lasting two days. All are abbreviated when compared to those in the home country. With little guidance, they try to keep traditions for a proper celebration but without their native substances or their own foods. Rather than falling in love, all the couples were matched by others and most weddings are conducted by their own people without the licenses to do so legally but able to marry them in the eyes of their own community.--Katrina Thomas",The hair-cutting rite for San and Heng was once a purification ceremony because it was believed that evil spirits reside in hair.  Today it is entertainment.  Their parents and relatives snip a bit of hair and then spritz the back of their necks with a spray of cologne.,"Thomas, Katrina",16.11.tif,Bryn Mawr College,Bryn Mawr College Special Collections,Katrina Thomas Ethnic Wedding Photographs,"This image is part of a larger digital database of ethnic wedding photographs taken by Katrina Thomas (Bryn Mawr Class of 1949), documenting more than 70 ethnic and religious groups in the United States. For more information about the database, visit http://triptych.brynmawr.edu/cdm4/wedding.php.","For information on reproducing the images in this collection, please contact SpecColl@brynmawr.edu.",Black-and-white photograph,6/5/2008,10/18/2013,http://tricontentdm.brynmawr.edu:80/cdm/ref/collection/BMC_Weddings/id/592
"Cambodian Wedding, New York, NY, 1985",Cambodian,"New York, NY",1985,Civil ceremony | Nuptial rites | Wedding couple | Marriage customs and rites | Marriage rituals,Nuptial rite | Newlyweds | Civil ceremony | Ring,"The Cambodians I photographed are newly arrived refugees, having fled the communist Khmer Rouge after the fall of Phnom Penh in 1975.  Many came without their families, who had been killed or had remained to guard their properties. In the U.S. Khmer weddings usually take place on a single day. I photographed four, three on a single day, one lasting two days. All are abbreviated when compared to those in the home country. With little guidance, they try to keep traditions for a proper celebration but without their native substances or their own foods. Rather than falling in love, all the couples were matched by others and most weddings are conducted by their own people without the licenses to do so legally but able to marry them in the eyes of their own community.--Katrina Thomas","Several months after the traditional wedding rites were performed for their families and friends by non-licensed officiators, Ath and Savath go to City Hall to be married according to New York state law.  During a three-minute ceremony, they exchange vows and rings before a city clerk.  This enables them to receive the federal and state benefits of a married couple.","Thomas, Katrina",16.20.tif,Bryn Mawr College,Bryn Mawr College Special Collections,Katrina Thomas Ethnic Wedding Photographs,"This image is part of a larger digital database of ethnic wedding photographs taken by Katrina Thomas (Bryn Mawr Class of 1949), documenting more than 70 ethnic and religious groups in the United States. For more information about the database, visit http://triptych.brynmawr.edu/cdm4/wedding.php.","For information on reproducing the images in this collection, please contact SpecColl@brynmawr.edu.",Black-and-white photograph,6/6/2008,10/18/2013,http://tricontentdm.brynmawr.edu:80/cdm/ref/collection/BMC_Weddings/id/593
"Cambodian Wedding, Brooklyn, NY, 1984",Cambodian,"Brooklyn, NY",1984,Prenuptial rites | Wedding couple | Wedding costume | Marriage customs and rites | Marriage rituals,Prenuptial | Location | Bride | Bridegroom | Blessing - religious,"The Cambodians I photographed are newly arrived refugees, having fled the communist Khmer Rouge after the fall of Phnom Penh in 1975.  Many came without their families, who had been killed or had remained to guard their properties. In the U.S. Khmer weddings usually take place on a single day. I photographed four, three on a single day, one lasting two days. All are abbreviated when compared to those in the home country. With little guidance, they try to keep traditions for a proper celebration but without their native substances or their own foods. Rather than falling in love, all the couples were matched by others and most weddings are conducted by their own people without the licenses to do so legally but able to marry them in the eyes of their own community.--Katrina Thomas","Early on the morning of their wedding, Sam Ath and Savath are blessed by a Buddhist priest who has come to their city apartment from upstate New York.","Thomas, Katrina",C16.22.tif,Bryn Mawr College,Bryn Mawr College Special Collections,Katrina Thomas Ethnic Wedding Photographs,"This image is part of a larger digital database of ethnic wedding photographs taken by Katrina Thomas (Bryn Mawr Class of 1949), documenting more than 70 ethnic and religious groups in the United States. For more information about the database, visit http://triptych.brynmawr.edu/cdm4/wedding.php.","For information on reproducing the images in this collection, please contact SpecColl@brynmawr.edu.",Color photograph,6/6/2008,10/18/2013,http://tricontentdm.brynmawr.edu:80/cdm/ref/collection/BMC_Weddings/id/594
"Cambodian Wedding, San Francisco, CA, 1989",Cambodian,"San Francisco, CA",1989,Binding ceremony | Nuptial rites | Wedding couple | Wedding costume | Marriage customs and rites | Marriage rituals,Nuptial rite | Blessing | Bride | Bridegroom,"The Cambodians I photographed are newly arrived refugees, having fled the communist Khmer Rouge after the fall of Phnom Penh in 1975.  Many came without their families, who had been killed or had remained to guard their properties. In the U.S. Khmer weddings usually take place on a single day. I photographed four, three on a single day, one lasting two days. All are abbreviated when compared to those in the home country. With little guidance, they try to keep traditions for a proper celebration but without their native substances or their own foods. Rather than falling in love, all the couples were matched by others and most weddings are conducted by their own people without the licenses to do so legally but able to marry them in the eyes of their own community.--Katrina Thomas","During the the nuptial ceremony, or ""pelea ruom khnoevy,"" San and Heng lie prostrate on their elbows before a pillow while the well-wisher, acting as the officiant, provides a marital lecture.  The will be the first to tie blessing strings around their wrists.","Thomas, Katrina",C16.26.tif,Bryn Mawr College,Bryn Mawr College Special Collections,Katrina Thomas Ethnic Wedding Photographs,"This image is part of a larger digital database of ethnic wedding photographs taken by Katrina Thomas (Bryn Mawr Class of 1949), documenting more than 70 ethnic and religious groups in the United States. For more information about the database, visit http://triptych.brynmawr.edu/cdm4/wedding.php.","For information on reproducing the images in this collection, please contact SpecColl@brynmawr.edu.",Color photograph,6/6/2008,10/18/2013,http://tricontentdm.brynmawr.edu:80/cdm/ref/collection/BMC_Weddings/id/595
"Cambodian Wedding, Harrisburg, PA, 1983",Cambodian,"Harrisburg, PA",1983,Prenuptial rites | Wedding couple | Wedding costume | Inter ethnic marriage | Wedding preparations | Marriage customs and rites | Marriage rituals,Prenuptial rite - purication | Bride | Bridegroom | Evil spirits | Bridal attendants | Traditional tool,"The Cambodians I photographed are newly arrived refugees, having fled the communist Khmer Rouge after the fall of Phnom Penh in 1975.  Many came without their families, who had been killed or had remained to guard their properties. In the U.S. Khmer weddings usually take place on a single day. I photographed four, three on a single day, one lasting two days. All are abbreviated when compared to those in the home country. With little guidance, they try to keep traditions for a proper celebration but without their native substances or their own foods. Rather than falling in love, all the couples were matched by others and most weddings are conducted by their own people without the licenses to do so legally but able to marry them in the eyes of their own community.--Katrina Thomas","The hair-cutting ceremony, originally performed when it was believed that evil spirits hid in hair, is now entertainment.  Eight young people stand behind Suon and Deap, two holding open umbrellas, symbols of shelter and protection.","Thomas, Katrina",C16.21.tif,Bryn Mawr College,Bryn Mawr College Special Collections,Katrina Thomas Ethnic Wedding Photographs,"This image is part of a larger digital database of ethnic wedding photographs taken by Katrina Thomas (Bryn Mawr Class of 1949), documenting more than 70 ethnic and religious groups in the United States. For more information about the database, visit http://triptych.brynmawr.edu/cdm4/wedding.php.","For information on reproducing the images in this collection, please contact SpecColl@brynmawr.edu.",Color photograph,6/6/2008,10/18/2013,http://tricontentdm.brynmawr.edu:80/cdm/ref/collection/BMC_Weddings/id/596
"Cambodian Wedding, Brooklyn, NY, 1984",Cambodian,"Brooklyn, NY",1984,Wedding music | Children | Marriage customs and rites | Marriage rituals,Nuptial rite | Shaman | Music | Children,"The Cambodians I photographed are newly arrived refugees, having fled the communist Khmer Rouge after the fall of Phnom Penh in 1975.  Many came without their families, who had been killed or had remained to guard their properties. In the U.S. Khmer weddings usually take place on a single day. I photographed four, three on a single day, one lasting two days. All are abbreviated when compared to those in the home country. With little guidance, they try to keep traditions for a proper celebration but without their native substances or their own foods. Rather than falling in love, all the couples were matched by others and most weddings are conducted by their own people without the licenses to do so legally but able to marry them in the eyes of their own community.--Katrina Thomas","A four-piece family band, comprised of a father and his children, make music on native instruments for Ath and Savath's wedding.  The father will also act as a shaman, performing traditional wedding rites.","Thomas, Katrina",16.18.tif,Bryn Mawr College,Bryn Mawr College Special Collections,Katrina Thomas Ethnic Wedding Photographs,"This image is part of a larger digital database of ethnic wedding photographs taken by Katrina Thomas (Bryn Mawr Class of 1949), documenting more than 70 ethnic and religious groups in the United States. For more information about the database, visit http://triptych.brynmawr.edu/cdm4/wedding.php.","For information on reproducing the images in this collection, please contact SpecColl@brynmawr.edu.",Black-and-white photograph,6/6/2008,10/18/2013,http://tricontentdm.brynmawr.edu:80/cdm/ref/collection/BMC_Weddings/id/597
"Cambodian Wedding, San Francisco, CA, 1989",Cambodian,"San Francisco, CA",1989,Nuptial rites | Wedding couple | Wedding costume | Ritual food and drink | Marriage customs and rites | Marriage rituals,Nuptial rite | Blessing | Bride | Bridegroom,"The Cambodians I photographed are newly arrived refugees, having fled the communist Khmer Rouge after the fall of Phnom Penh in 1975.  Many came without their families, who had been killed or had remained to guard their properties. In the U.S. Khmer weddings usually take place on a single day. I photographed four, three on a single day, one lasting two days. All are abbreviated when compared to those in the home country. With little guidance, they try to keep traditions for a proper celebration but without their native substances or their own foods. Rather than falling in love, all the couples were matched by others and most weddings are conducted by their own people without the licenses to do so legally but able to marry them in the eyes of their own community.--Katrina Thomas","In preparation for the the nuptial rite, a quantity of food including a pig's head, and some drink, brought by the bridegroom's family, is laid beside San and Heng.  The well-wisher, a respected man in the community, gives them advice on how to handle marriage.","Thomas, Katrina",C16.25.tif,Bryn Mawr College,Bryn Mawr College Special Collections,Katrina Thomas Ethnic Wedding Photographs,"This image is part of a larger digital database of ethnic wedding photographs taken by Katrina Thomas (Bryn Mawr Class of 1949), documenting more than 70 ethnic and religious groups in the United States. For more information about the database, visit http://triptych.brynmawr.edu/cdm4/wedding.php.","For information on reproducing the images in this collection, please contact SpecColl@brynmawr.edu.",Color photograph,6/6/2008,10/18/2013,http://tricontentdm.brynmawr.edu:80/cdm/ref/collection/BMC_Weddings/id/598
"Cambodian Wedding, Brooklyn, NY, 1984",Cambodian,"Brooklyn, NY",1984,Nuptial rites | Wedding couple | Wedding costume | Marriage customs and rites | Marriage rituals,Nuptial rite | Bride | Bridegroom,"The Cambodians I photographed are newly arrived refugees, having fled the communist Khmer Rouge after the fall of Phnom Penh in 1975.  Many came without their families, who had been killed or had remained to guard their properties. In the U.S. Khmer weddings usually take place on a single day. I photographed four, three on a single day, one lasting two days. All are abbreviated when compared to those in the home country. With little guidance, they try to keep traditions for a proper celebration but without their native substances or their own foods. Rather than falling in love, all the couples were matched by others and most weddings are conducted by their own people without the licenses to do so legally but able to marry them in the eyes of their own community.--Katrina Thomas","Sam Ath and Savath lie prostrate with their hands for ""pelea ruom khnoevy"" (uniting) their pillows, while they receive advice from the well wisher.  The couple, lying flat on the floor for a long time, will soon be uncomfortable so guests will massage their legs.","Thomas, Katrina",C16.24.tif,Bryn Mawr College,Bryn Mawr College Special Collections,Katrina Thomas Ethnic Wedding Photographs,"This image is part of a larger digital database of ethnic wedding photographs taken by Katrina Thomas (Bryn Mawr Class of 1949), documenting more than 70 ethnic and religious groups in the United States. For more information about the database, visit http://triptych.brynmawr.edu/cdm4/wedding.php.","For information on reproducing the images in this collection, please contact SpecColl@brynmawr.edu.",Color photograph,6/6/2008,10/18/2013,http://tricontentdm.brynmawr.edu:80/cdm/ref/collection/BMC_Weddings/id/599
"Cambodian Wedding, Philadelphia, PA, 1985",Cambodian,"Philadelphia, PA",1985,Wedding costume--Wedding dress | Bride | Marriage customs and rites | Marriage rituals,Bride | Bridal apparel | Bridal attendants,"The Cambodians I photographed are newly arrived refugees, having fled the communist Khmer Rouge after the fall of Phnom Penh in 1975.  Many came without their families, who had been killed or had remained to guard their properties. In the U.S. Khmer weddings usually take place on a single day. I photographed four, three on a single day, one lasting two days. All are abbreviated when compared to those in the home country. With little guidance, they try to keep traditions for a proper celebration but without their native substances or their own foods. Rather than falling in love, all the couples were matched by others and most weddings are conducted by their own people without the licenses to do so legally but able to marry them in the eyes of their own community.--Katrina Thomas","It is customary for a bride to show off her wealth in many Asian cultures by changing her dress many times during the wedding day.  After the traditional home ceremony, Taing Ly puts on a western bridal gown, which she wears to the banquet in a Chinese restaurant.","Thomas, Katrina",16.16.tif,Bryn Mawr College,Bryn Mawr College Special Collections,Katrina Thomas Ethnic Wedding Photographs,"This image is part of a larger digital database of ethnic wedding photographs taken by Katrina Thomas (Bryn Mawr Class of 1949), documenting more than 70 ethnic and religious groups in the United States. For more information about the database, visit http://triptych.brynmawr.edu/cdm4/wedding.php.","For information on reproducing the images in this collection, please contact SpecColl@brynmawr.edu.",Black-and-white photograph,6/6/2008,10/18/2013,http://tricontentdm.brynmawr.edu:80/cdm/ref/collection/BMC_Weddings/id/600
